kelas;Hari;Jam;prof;Mata Kuliah;SKS;JPM;Dosen;Ruang
MICE-2A;Senin;07.30 - 08.20;2;Praktik Perkantoran;2;4;Dr. Etty Khongrat,SE.,M.Si;201
MICE-4A;Senin;07.30 - 08.20;4;CIQ (Custom Immigration Quarantine);2;4;Raden Ayu Trisnayoni, S.Tr.Par., M.Tr.Par;117
MICE-2A;Senin;08.20 - 09.10;2;Praktik Perkantoran;2;4;Dr. Etty Khongrat,SE.,M.Si;201
MICE-4A;Senin;08.20 - 09.10;4;CIQ (Custom Immigration Quarantine);2;4;Raden Ayu Trisnayoni, S.Tr.Par., M.Tr.Par;117
MICE-2A;Senin;09.10 - 10.00;2;Keprotokolan;2;4;Meisa Sofia, S.Tr., M.Par;114
MICE-4A;Senin;09.10 - 10.00;4;Self Manajemen dan Interpersonal  Skill;2;4;M. Hamdi, S.Psi;312
MICE-6A;Senin;09.10 - 10.00;6;Kewirausahaan;2;4;Sudarno, S.E., M.Si./Noni Noerkaisar, S.M.B., M.M.;online
MICE-2A;Senin;10.00 - 10.50;2;Keprotokolan;2;4;Meisa Sofia, S.Tr., M.Par;114
MICE-4A;Senin;10.00 - 10.50;4;Self Manajemen dan Interpersonal  Skill;2;4;M. Hamdi, S.Psi;312
MICE-6A;Senin;10.00 - 10.50;6;Kewirausahaan;2;4;Sudarno, S.E., M.Si./Noni Noerkaisar, S.M.B., M.M.;online
MICE-2A;Senin;10.50 - 11.40;2;Dasar-dasar Akuntansi;2;4;Sudarno, S.E., M.Si./Yuningsih S.E., M.Si.;106
MICE-4A;Senin;10.50 - 11.40;4;Manajemen Keuangan;2;4;Asterina Anggraini, M.M;116
MICE-6A;Senin;10.50 - 11.40;6;Manajemen Sumber Daya Manusia;2;4;Djuni Akbar, SE, M.Si;online
MICE-2A;Senin;12.30 - 13.20;2;Dasar-dasar Akuntansi;2;4;Sudarno, S.E., M.Si./Yuningsih S.E., M.Si.;106
MICE-4A;Senin;12.30 - 13.20;4;Manajemen Keuangan;2;4;Asterina Anggraini, M.M;116
MICE-6A;Senin;12.30 - 13.20;6;Manajemen Sumber Daya Manusia;2;4;Djuni Akbar, SE, M.Si;online
MICE-2A;Senin;13.20 - 14.10;2;Pengantar Marketing;2;4;Djuni Akbar, SE, M.Si;106
MICE-4A;Senin;13.20 - 14.10;4;Bahasa Jepang 2;2;4;Maria Nino Istia , S.S., M.Si.;310
MICE-2A;Senin;14.10 - 15.00;2;Pengantar Marketing;2;4;Djuni Akbar, SE, M.Si;106
MICE-4A;Senin;14.10 - 15.00;4;Bahasa Jepang 2;2;4;Maria Nino Istia , S.S., M.Si.;310
MICE-2A;Selasa;07.30 - 08.20;2;Manajemen Logistik MICE;2;4;M. Iqbal Katik RE., S.ST., M.P.Par.;106
MICE-4A;Selasa;07.30 - 08.20;4;CIQ (Custom Immigration Quarantine);2;4;Raden Ayu Trisnayoni, S.Tr.Par., M.Tr.Par;105
MICE-6A;Selasa;07.30 - 08.20;6;Penyelenggaraan Konvensi;6;12;M. Iqbal Katik RE., S.ST., M.P.Par./Karbala Madania S.I.Kom., M.Si;online
MICE-2A;Selasa;08.20 - 09.10;2;Manajemen Logistik MICE;2;4;M. Iqbal Katik RE., S.ST., M.P.Par.;106
MICE-4A;Selasa;08.20 - 09.10;4;CIQ (Custom Immigration Quarantine);2;4;Raden Ayu Trisnayoni, S.Tr.Par., M.Tr.Par;105
MICE-6A;Selasa;08.20 - 09.10;6;Penyelenggaraan Konvensi;6;12;M. Iqbal Katik RE., S.ST., M.P.Par./Karbala Madania S.I.Kom., M.Si;online
MICE-2A;Selasa;09.10 - 10.00;2;Geografi Destinasi Pariwisata;2;4;Rimsky K Judiseno, SE, MM, PhD;106
MICE-4A;Selasa;09.10 - 10.00;4;Perencanaan Incentive Travel;2;4;Dr. Christina L. Rudatin, SE, M.Si/Karbala Madania S.I.Kom., M.Si;online
MICE-6A;Selasa;09.10 - 10.00;6;Penyelenggaraan Konvensi;6;12;M. Iqbal Katik RE., S.ST., M.P.Par./Karbala Madania S.I.Kom., M.Si;online
MICE-6A;Selasa;09.10 - 10.00;6;Manajemen Sumber Daya Manusia;2;4;Djuni Akbar, SE, M.Si;online
MICE-2A;Selasa;10.00 - 10.50;2;Geografi Destinasi Pariwisata;2;4;Rimsky K Judiseno, SE, MM, PhD;106
MICE-4A;Selasa;10.00 - 10.50;4;Perencanaan Incentive Travel;2;4;Dr. Christina L. Rudatin, SE, M.Si/Karbala Madania S.I.Kom., M.Si;online
MICE-6A;Selasa;10.00 - 10.50;6;Penyelenggaraan Konvensi;6;12;M. Iqbal Katik RE., S.ST., M.P.Par./Karbala Madania S.I.Kom., M.Si;online
MICE-6A;Selasa;10.00 - 10.50;6;Manajemen Sumber Daya Manusia;2;4;Djuni Akbar, SE, M.Si;online
MICE-2A;Selasa;10.50 - 11.40;2;Registrasi;2;4;Dr. Etty Khongrat,SE.,M.Si;203
MICE-4A;Selasa;10.50 - 11.40;4;Self Manajemen dan Interpersonal  Skill;2;4;M. Hamdi, S.Psi;115
MICE-6A;Selasa;10.50 - 11.40;6;Penyelenggaraan Konvensi;6;12;M. Iqbal Katik RE., S.ST., M.P.Par./Karbala Madania S.I.Kom., M.Si;online
MICE-2A;Selasa;12.30 - 13.20;2;Registrasi;2;4;Dr. Etty Khongrat,SE.,M.Si;203
MICE-4A;Selasa;12.30 - 13.20;4;Self Manajemen dan Interpersonal  Skill;2;4;M. Hamdi, S.Psi;115
MICE-6A;Selasa;12.30 - 13.20;6;Penyelenggaraan Konvensi;6;12;M. Iqbal Katik RE., S.ST., M.P.Par./Karbala Madania S.I.Kom., M.Si;online
MICE-2A;Selasa;13.20 - 14.10;2;Pengantar Marketing;2;4;Djuni Akbar, SE, M.Si;103
MICE-4A;Selasa;13.20 - 14.10;4;Bahasa Inggris 4;2;4;Dr. Tantri Sari Safitry, S.Pd., M.Pd;306
MICE-6A;Selasa;13.20 - 14.10;6;Penyelenggaraan Konvensi;6;12;M. Iqbal Katik RE., S.ST., M.P.Par./Karbala Madania S.I.Kom., M.Si;online
MICE-2A;Selasa;14.10 - 15.00;2;Pengantar Marketing;2;4;Djuni Akbar, SE, M.Si;103
MICE-4A;Selasa;14.10 - 15.00;4;Bahasa Inggris 4;2;4;Dr. Tantri Sari Safitry, S.Pd., M.Pd;306
MICE-6A;Selasa;14.10 - 15.00;6;Penyelenggaraan Konvensi;6;12;M. Iqbal Katik RE., S.ST., M.P.Par./Karbala Madania S.I.Kom., M.Si;online
MICE-2A;Rabu;07.30 - 08.20;2;Dasar-dasar Akuntansi;2;4;Sudarno, S.E., M.Si./Yuningsih S.E., M.Si.;103
MICE-4A;Rabu;07.30 - 08.20;4;Manajemen Keuangan;2;4;Asterina Anggraini, M.M;302
MICE-6A;Rabu;07.30 - 08.20;6;Penyelenggaraan Pameran;6;12;Fauzi Mubarak, S.ST, MT;online
MICE-2A;Rabu;08.20 - 09.10;2;Dasar-dasar Akuntansi;2;4;Sudarno, S.E., M.Si./Yuningsih S.E., M.Si.;103
MICE-4A;Rabu;08.20 - 09.10;4;Manajemen Keuangan;2;4;Asterina Anggraini, M.M;302
MICE-6A;Rabu;08.20 - 09.10;6;Penyelenggaraan Pameran;6;12;Fauzi Mubarak, S.ST, MT;online
MICE-2A;Rabu;09.10 - 10.00;2;Pendidikan Kewarganegaraan;2;4;Riza Hadikusuma, M.Ag;103
MICE-4A;Rabu;09.10 - 10.00;4;Bahasa Inggris 4;2;4;Dr. Tantri Sari Safitry, S.Pd., M.Pd;302
MICE-6A;Rabu;09.10 - 10.00;6;Penyelenggaraan Pameran;6;12;Fauzi Mubarak, S.ST, MT;online
MICE-6A;Rabu;09.10 - 10.00;6;Kewirausahaan;2;4;Sudarno, S.E., M.Si./Noni Noerkaisar, S.M.B., M.M.;online
MICE-2A;Rabu;10.00 - 10.50;2;Pendidikan Kewarganegaraan;2;4;Riza Hadikusuma, M.Ag;103
MICE-4A;Rabu;10.00 - 10.50;4;Bahasa Inggris 4;2;4;Dr. Tantri Sari Safitry, S.Pd., M.Pd;302
MICE-6A;Rabu;10.00 - 10.50;6;Penyelenggaraan Pameran;6;12;Fauzi Mubarak, S.ST, MT;online
MICE-6A;Rabu;10.00 - 10.50;6;Kewirausahaan;2;4;Sudarno, S.E., M.Si./Noni Noerkaisar, S.M.B., M.M.;online
MICE-2A;Rabu;10.50 - 11.40;2;Praktik Perkantoran;2;4;Dr. Etty Khongrat,SE.,M.Si;203
MICE-4A;Rabu;10.50 - 11.40;4;Desain Grafis;2;4;Anggi Anggarini, M.Ds.;301
MICE-6A;Rabu;10.50 - 11.40;6;Penyelenggaraan Pameran;6;12;Fauzi Mubarak, S.ST, MT;online
MICE-6A;Rabu;10.50 - 11.40;6;Manajemen Strategik;2;4;Dr. Christina L. Rudatin, SE, M.Si;online
MICE-2A;Rabu;12.30 - 13.20;2;Praktik Perkantoran;2;4;Dr. Etty Khongrat,SE.,M.Si;203
MICE-4A;Rabu;12.30 - 13.20;4;Desain Grafis;2;4;Anggi Anggarini, M.Ds.;301
MICE-6A;Rabu;12.30 - 13.20;6;Penyelenggaraan Pameran;6;12;Fauzi Mubarak, S.ST, MT;online
MICE-6A;Rabu;12.30 - 13.20;6;Manajemen Strategik;2;4;Dr. Christina L. Rudatin, SE, M.Si;online
MICE-2A;Rabu;13.20 - 14.10;2;Etika Profesi dan Bisnis;2;4;Raden Ayu Trisnayoni, S.Tr.Par., M.Tr.Par;103
MICE-4A;Rabu;13.20 - 14.10;4;Desain Grafis;2;4;Anggi Anggarini, M.Ds.;307
MICE-6A;Rabu;13.20 - 14.10;6;Penyelenggaraan Pameran;6;12;Fauzi Mubarak, S.ST, MT;online
MICE-2A;Rabu;14.10 - 15.00;2;Etika Profesi dan Bisnis;2;4;Raden Ayu Trisnayoni, S.Tr.Par., M.Tr.Par;103
MICE-4A;Rabu;14.10 - 15.00;4;Desain Grafis;2;4;Anggi Anggarini, M.Ds.;307
MICE-6A;Rabu;14.10 - 15.00;6;Penyelenggaraan Pameran;6;12;Fauzi Mubarak, S.ST, MT;online
MICE-2A;Kamis;07.30 - 08.20;2;Keprotokolan;2;4;Meisa Sofia, S.Tr., M.Par;103
MICE-4A;Kamis;07.30 - 08.20;4;Bahasa Mandarin 1;2;4;Hasan, S.Sos, M. Pd;302
MICE-2A;Kamis;08.20 - 09.10;2;Keprotokolan;2;4;Meisa Sofia, S.Tr., M.Par;103
MICE-4A;Kamis;08.20 - 09.10;4;Bahasa Mandarin 1;2;4;Hasan, S.Sos, M. Pd;302
MICE-2A;Kamis;09.10 - 10.00;2;Registrasi;2;4;Dr. Etty Khongrat,SE.,M.Si;203
MICE-4A;Kamis;09.10 - 10.00;4;Perencanaan Incentive Travel;2;4;Dr. Christina L. Rudatin, SE, M.Si/Karbala Madania S.I.Kom., M.Si;online
MICE-2A;Kamis;10.00 - 10.50;2;Registrasi;2;4;Dr. Etty Khongrat,SE.,M.Si;203
MICE-4A;Kamis;10.00 - 10.50;4;Perencanaan Incentive Travel;2;4;Dr. Christina L. Rudatin, SE, M.Si/Karbala Madania S.I.Kom., M.Si;online
MICE-2A;Kamis;10.50 - 11.40;2;Geografi Destinasi Pariwisata;2;4;Rimsky K Judiseno, SE, MM, PhD;103
MICE-4A;Kamis;10.50 - 11.40;4;Pemprograman Web Dinamis;2;4;Asep Erlan Maulana, S.Kom., M.Kom;208
MICE-2A;Kamis;12.30 - 13.20;2;Geografi Destinasi Pariwisata;2;4;Rimsky K Judiseno, SE, MM, PhD;103
MICE-4A;Kamis;12.30 - 13.20;4;Pemprograman Web Dinamis;2;4;Asep Erlan Maulana, S.Kom., M.Kom;208
MICE-2A;Kamis;13.20 - 14.10;2;Bahasa Inggris 2;2;4;Vini Deliana, S.Pd.,M.Pd;103
MICE-4A;Kamis;13.20 - 14.10;4;Pemprograman Web Dinamis;2;4;Asep Erlan Maulana, S.Kom., M.Kom;302
MICE-2A;Kamis;14.10 - 15.00;2;Bahasa Inggris 2;2;4;Vini Deliana, S.Pd.,M.Pd;103
MICE-4A;Kamis;14.10 - 15.00;4;Pemprograman Web Dinamis;2;4;Asep Erlan Maulana, S.Kom., M.Kom;302
MICE-2A;Jumat;07.30 - 08.20;2;Pendidikan Kewarganegaraan;2;4;Riza Hadikusuma, M.Ag;103
MICE-4A;Jumat;07.30 - 08.20;4;Bahasa Mandarin 1;2;4;Hasan, S.Sos, M. Pd;302
MICE-2A;Jumat;08.20 - 09.10;2;Pendidikan Kewarganegaraan;2;4;Riza Hadikusuma, M.Ag;103
MICE-4A;Jumat;08.20 - 09.10;4;Bahasa Mandarin 1;2;4;Hasan, S.Sos, M. Pd;302
MICE-2A;Jumat;09.10 - 10.00;2;Manajemen Logistik MICE;2;4;M. Iqbal Katik RE., S.ST., M.P.Par.;103
MICE-4A;Jumat;09.10 - 10.00;4;Public Relation;2;4;Firman Syah, S.Sos.I, M.M;302
MICE-2A;Jumat;10.00 - 10.50;2;Manajemen Logistik MICE;2;4;M. Iqbal Katik RE., S.ST., M.P.Par.;103
MICE-4A;Jumat;10.00 - 10.50;4;Public Relation;2;4;Firman Syah, S.Sos.I, M.M;302
MICE-2A;Jumat;10.50 - 11.40;2;Etika Profesi dan Bisnis;2;4;Raden Ayu Trisnayoni, S.Tr.Par., M.Tr.Par;103
MICE-4A;Jumat;10.50 - 11.40;4;Public Relation;2;4;Firman Syah, S.Sos.I, M.M;302
MICE-6A;Jumat;10.50 - 11.40;6;Manajemen Strategik;2;4;Dr. Christina L. Rudatin, SE, M.Si;online
MICE-2A;Jumat;12.30 - 13.20;2;Etika Profesi dan Bisnis;2;4;Raden Ayu Trisnayoni, S.Tr.Par., M.Tr.Par;103
MICE-4A;Jumat;12.30 - 13.20;4;Public Relation;2;4;Firman Syah, S.Sos.I, M.M;302
MICE-6A;Jumat;12.30 - 13.20;6;Manajemen Strategik;2;4;Dr. Christina L. Rudatin, SE, M.Si;online
MICE-2A;Jumat;13.20 - 14.10;2;Bahasa Inggris 2;2;4;Vini Deliana, S.Pd.,M.Pd;103
MICE-4A;Jumat;13.20 - 14.10;4;Bahasa Jepang 2;2;4;Maria Nino Istia , S.S., M.Si.;302
MICE-2A;Jumat;14.10 - 15.00;2;Bahasa Inggris 2;2;4;Vini Deliana, S.Pd.,M.Pd;103
MICE-4A;Jumat;14.10 - 15.00;4;Bahasa Jepang 2;2;4;Maria Nino Istia , S.S., M.Si.;302
MICE-2B;Senin;07.30 - 08.20;2;Pengantar Marketing;2;4;Djuni Akbar, SE, M.Si;106
MICE-4B;Senin;07.30 - 08.20;4;Pemprograman Web Dinamis;2;4;Firman Syah, S.Sos.I, M.M;online
MICE-6B;Senin;07.30 - 08.20;6;Penyelenggaraan Konvensi;6;12;Annisa Wardhani, S.S.T, M.T/Noni Noerkaisar, S.M.B., M.M.;315
MICE-2B;Senin;08.20 - 09.10;2;Pengantar Marketing;2;4;Djuni Akbar, SE, M.Si;106
MICE-4B;Senin;08.20 - 09.10;4;Pemprograman Web Dinamis;2;4;Firman Syah, S.Sos.I, M.M;online
MICE-6B;Senin;08.20 - 09.10;6;Penyelenggaraan Konvensi;6;12;Annisa Wardhani, S.S.T, M.T/Noni Noerkaisar, S.M.B., M.M.;315
MICE-2B;Senin;09.10 - 10.00;2;Praktik Perkantoran;2;4;Dr. Etty Khongrat,SE.,M.Si;203
MICE-4B;Senin;09.10 - 10.00;4;Manajemen Keuangan;2;4;Asterina Anggraini, M.M;304
MICE-6B;Senin;09.10 - 10.00;6;Penyelenggaraan Konvensi;6;12;Annisa Wardhani, S.S.T, M.T/Noni Noerkaisar, S.M.B., M.M.;315
MICE-2B;Senin;10.00 - 10.50;2;Praktik Perkantoran;2;4;Dr. Etty Khongrat,SE.,M.Si;203
MICE-4B;Senin;10.00 - 10.50;4;Manajemen Keuangan;2;4;Asterina Anggraini, M.M;304
MICE-6B;Senin;10.00 - 10.50;6;Penyelenggaraan Konvensi;6;12;Annisa Wardhani, S.S.T, M.T/Noni Noerkaisar, S.M.B., M.M.;315
MICE-2B;Senin;10.50 - 11.40;2;Pendidikan Kewarganegaraan;2;4;Riza Hadikusuma, M.Ag;113
MICE-4B;Senin;10.50 - 11.40;4;Public Relation;2;4;Imam Syafganti, S.Sos., M.Si., Ph.D.;117
MICE-6B;Senin;10.50 - 11.40;6;Penyelenggaraan Konvensi;6;12;Annisa Wardhani, S.S.T, M.T/Noni Noerkaisar, S.M.B., M.M.;315
MICE-2B;Senin;12.30 - 13.20;2;Pendidikan Kewarganegaraan;2;4;Riza Hadikusuma, M.Ag;113
MICE-4B;Senin;12.30 - 13.20;4;Public Relation;2;4;Imam Syafganti, S.Sos., M.Si., Ph.D.;117
MICE-6B;Senin;12.30 - 13.20;6;Penyelenggaraan Konvensi;6;12;Annisa Wardhani, S.S.T, M.T/Noni Noerkaisar, S.M.B., M.M.;315
MICE-2B;Senin;13.20 - 14.10;2;Dasar-dasar Akuntansi;2;4;Sudarno, S.E., M.Si.;107
MICE-4B;Senin;13.20 - 14.10;4;Self Manajemen dan Interpersonal  Skill;2;4;M. Hamdi, S.Psi;302
MICE-6B;Senin;13.20 - 14.10;6;Penyelenggaraan Konvensi;6;12;Annisa Wardhani, S.S.T, M.T/Noni Noerkaisar, S.M.B., M.M.;315
MICE-2B;Senin;14.10 - 15.00;2;Dasar-dasar Akuntansi;2;4;Sudarno, S.E., M.Si.;107
MICE-4B;Senin;14.10 - 15.00;4;Self Manajemen dan Interpersonal  Skill;2;4;M. Hamdi, S.Psi;302
MICE-6B;Senin;14.10 - 15.00;6;Penyelenggaraan Konvensi;6;12;Annisa Wardhani, S.S.T, M.T/Noni Noerkaisar, S.M.B., M.M.;315
MICE-2B;Selasa;07.30 - 08.20;2;Registrasi;2;4;Dr. Etty Khongrat,SE.,M.Si/Yuningsih S.E., M.Si;203
MICE-4B;Selasa;07.30 - 08.20;4;Self Manajemen dan Interpersonal  Skill;2;4;M. Hamdi, S.Psi;304
MICE-6B;Selasa;07.30 - 08.20;6;Penyelenggaraan Pameran;6;12;Hasan, S.Sos, M. Pd;online
MICE-6B;Selasa;07.30 - 08.20;6;Kewirausahaan;2;4;Sudarno, S.E., M.Si./Noni Noerkaisar, S.M.B., M.M.;online
MICE-2B;Selasa;08.20 - 09.10;2;Registrasi;2;4;Dr. Etty Khongrat,SE.,M.Si/Yuningsih S.E., M.Si;203
MICE-4B;Selasa;08.20 - 09.10;4;Self Manajemen dan Interpersonal  Skill;2;4;M. Hamdi, S.Psi;304
MICE-6B;Selasa;08.20 - 09.10;6;Penyelenggaraan Pameran;6;12;Hasan, S.Sos, M. Pd;online
MICE-6B;Selasa;08.20 - 09.10;6;Kewirausahaan;2;4;Sudarno, S.E., M.Si./Noni Noerkaisar, S.M.B., M.M.;online
MICE-2B;Selasa;09.10 - 10.00;2;Manajemen Logistik MICE;2;4;M. Iqbal Katik RE., S.ST., M.P.Par.;105
MICE-4B;Selasa;09.10 - 10.00;4;Desain Grafis;2;4;Annisaa Syifa Aqlina, M.Ds.;301
MICE-6B;Selasa;09.10 - 10.00;6;Penyelenggaraan Pameran;6;12;Hasan, S.Sos, M. Pd;online
MICE-2B;Selasa;10.00 - 10.50;2;Manajemen Logistik MICE;2;4;M. Iqbal Katik RE., S.ST., M.P.Par.;105
MICE-4B;Selasa;10.00 - 10.50;4;Desain Grafis;2;4;Annisaa Syifa Aqlina, M.Ds.;301
MICE-6B;Selasa;10.00 - 10.50;6;Penyelenggaraan Pameran;6;12;Hasan, S.Sos, M. Pd;online
MICE-2B;Selasa;10.50 - 11.40;2;Pengantar Marketing;2;4;Djuni Akbar, SE, M.Si;103
MICE-4B;Selasa;10.50 - 11.40;4;Perencanaan Incentive Travel;2;4;Dr. Christina L. Rudatin, SE, M.Si;online
MICE-6B;Selasa;10.50 - 11.40;6;Penyelenggaraan Pameran;6;12;Hasan, S.Sos, M. Pd;online
MICE-6B;Selasa;10.50 - 11.40;6;Manajemen Sumber Daya Manusia;2;4;Dr. Syamsu Rizal, SE, MM;online
MICE-2B;Selasa;12.30 - 13.20;2;Pengantar Marketing;2;4;Djuni Akbar, SE, M.Si;103
MICE-4B;Selasa;12.30 - 13.20;4;Perencanaan Incentive Travel;2;4;Dr. Christina L. Rudatin, SE, M.Si;online
MICE-6B;Selasa;12.30 - 13.20;6;Penyelenggaraan Pameran;6;12;Hasan, S.Sos, M. Pd;online
MICE-6B;Selasa;12.30 - 13.20;6;Manajemen Sumber Daya Manusia;2;4;Dr. Syamsu Rizal, SE, MM;online
MICE-2B;Selasa;13.20 - 14.10;2;Geografi Destinasi Pariwisata;2;4;Rimsky K Judiseno, SE, MM, PhD;115
MICE-4B;Selasa;13.20 - 14.10;4;CIQ (Custom Immigration Quarantine);2;4;Annisa Wardhani, S.S.T, M.T;online
MICE-6B;Selasa;13.20 - 14.10;6;Penyelenggaraan Pameran;6;12;Hasan, S.Sos, M. Pd;online
MICE-2B;Selasa;14.10 - 15.00;2;Geografi Destinasi Pariwisata;2;4;Rimsky K Judiseno, SE, MM, PhD;115
MICE-4B;Selasa;14.10 - 15.00;4;CIQ (Custom Immigration Quarantine);2;4;Annisa Wardhani, S.S.T, M.T;online
MICE-6B;Selasa;14.10 - 15.00;6;Penyelenggaraan Pameran;6;12;Hasan, S.Sos, M. Pd;online
MICE-2B;Rabu;07.30 - 08.20;2;Praktik Perkantoran;2;4;Dr. Etty Khongrat,SE.,M.Si;203
MICE-4B;Rabu;07.30 - 08.20;4;CIQ (Custom Immigration Quarantine);2;4;Annisa Wardhani, S.S.T, M.T;309
MICE-6B;Rabu;07.30 - 08.20;6;Manajemen Strategik;2;4;Rimsky K Judiseno, SE, MM, PhD;online
MICE-2B;Rabu;08.20 - 09.10;2;Praktik Perkantoran;2;4;Dr. Etty Khongrat,SE.,M.Si;203
MICE-4B;Rabu;08.20 - 09.10;4;CIQ (Custom Immigration Quarantine);2;4;Annisa Wardhani, S.S.T, M.T;309
MICE-6B;Rabu;08.20 - 09.10;6;Manajemen Strategik;2;4;Rimsky K Judiseno, SE, MM, PhD;online
MICE-2B;Rabu;09.10 - 10.00;2;Etika Profesi dan Bisnis;2;4;Raden Ayu Trisnayoni, S.Tr.Par., M.Tr.Par;306
MICE-4B;Rabu;09.10 - 10.00;4;Pemprograman Web Dinamis;2;4;Firman Syah, S.Sos.I, M.M;303
MICE-6B;Rabu;09.10 - 10.00;6;Manajemen Strategik;2;4;Rimsky K Judiseno, SE, MM, PhD;online
MICE-2B;Rabu;10.00 - 10.50;2;Etika Profesi dan Bisnis;2;4;Raden Ayu Trisnayoni, S.Tr.Par., M.Tr.Par;306
MICE-4B;Rabu;10.00 - 10.50;4;Pemprograman Web Dinamis;2;4;Firman Syah, S.Sos.I, M.M;303
MICE-6B;Rabu;10.00 - 10.50;6;Manajemen Strategik;2;4;Rimsky K Judiseno, SE, MM, PhD;online
MICE-2B;Rabu;10.50 - 11.40;2;Keprotokolan;2;4;Meisa Sofia, S.Tr., M.Par;306
MICE-4B;Rabu;10.50 - 11.40;4;Manajemen Keuangan;2;4;Asterina Anggraini, M.M;309
MICE-2B;Rabu;12.30 - 13.20;2;Keprotokolan;2;4;Meisa Sofia, S.Tr., M.Par;306
MICE-4B;Rabu;12.30 - 13.20;4;Manajemen Keuangan;2;4;Asterina Anggraini, M.M;309
MICE-2B;Rabu;13.20 - 14.10;2;Dasar-dasar Akuntansi;2;4;Sudarno, S.E., M.Si.;306
MICE-4B;Rabu;13.20 - 14.10;4;Bahasa Jepang 2;2;4;Asrie Rahmiatie, S.S., M.Hum;309
MICE-6B;Rabu;13.20 - 14.10;6;Pengelolaan Acara dalam Pameran/Konvensi;2;4;Dr. Christina L. Rudatin, SE, M.Si;online
MICE-2B;Rabu;14.10 - 15.00;2;Dasar-dasar Akuntansi;2;4;Sudarno, S.E., M.Si.;306
MICE-4B;Rabu;14.10 - 15.00;4;Bahasa Jepang 2;2;4;Asrie Rahmiatie, S.S., M.Hum;309
MICE-6B;Rabu;14.10 - 15.00;6;Pengelolaan Acara dalam Pameran/Konvensi;2;4;Dr. Christina L. Rudatin, SE, M.Si;online
MICE-2B;Kamis;07.30 - 08.20;2;Geografi Destinasi Pariwisata;2;4;Rimsky K Judiseno, SE, MM, PhD;306
MICE-4B;Kamis;07.30 - 08.20;4;Bahasa Inggris 4;2;4;Dr. Tantri Sari Safitry, S.Pd., M.Pd;307
MICE-2B;Kamis;08.20 - 09.10;2;Geografi Destinasi Pariwisata;2;4;Rimsky K Judiseno, SE, MM, PhD;306
MICE-4B;Kamis;08.20 - 09.10;4;Bahasa Inggris 4;2;4;Dr. Tantri Sari Safitry, S.Pd., M.Pd;307
MICE-2B;Kamis;09.10 - 10.00;2;Bahasa Inggris 2;2;4;Dr. Tantri Sari Safitry, S.Pd., M.Pd;306
MICE-4B;Kamis;09.10 - 10.00;4;Public Relation;2;4;Imam Syafganti, S.Sos., M.Si., Ph.D.;115
MICE-6B;Kamis;09.10 - 10.00;6;Kewirausahaan;2;4;Sudarno, S.E., M.Si./Noni Noerkaisar, S.M.B., M.M.;online
MICE-2B;Kamis;10.00 - 10.50;2;Bahasa Inggris 2;2;4;Dr. Tantri Sari Safitry, S.Pd., M.Pd;306
MICE-4B;Kamis;10.00 - 10.50;4;Public Relation;2;4;Imam Syafganti, S.Sos., M.Si., Ph.D.;115
MICE-6B;Kamis;10.00 - 10.50;6;Kewirausahaan;2;4;Sudarno, S.E., M.Si./Noni Noerkaisar, S.M.B., M.M.;online
MICE-2B;Kamis;10.50 - 11.40;2;Pendidikan Kewarganegaraan;2;4;Riza Hadikusuma, M.Ag;306
MICE-4B;Kamis;10.50 - 11.40;4;Bahasa Jepang 2;2;4;Asrie Rahmiatie, S.S., M.Hum;304
MICE-6B;Kamis;10.50 - 11.40;6;Manajemen Sumber Daya Manusia;2;4;Dr. Syamsu Rizal, SE, MM;online
MICE-2B;Kamis;12.30 - 13.20;2;Pendidikan Kewarganegaraan;2;4;Riza Hadikusuma, M.Ag;306
MICE-4B;Kamis;12.30 - 13.20;4;Bahasa Jepang 2;2;4;Asrie Rahmiatie, S.S., M.Hum;304
MICE-6B;Kamis;12.30 - 13.20;6;Manajemen Sumber Daya Manusia;2;4;Dr. Syamsu Rizal, SE, MM;online
MICE-2B;Kamis;13.20 - 14.10;2;Registrasi;2;4;Dr. Etty Khongrat,SE.,M.Si/Yuningsih S.E., M.Si;203
MICE-4B;Kamis;13.20 - 14.10;4;Perencanaan Incentive Travel;2;4;Dr. Christina L. Rudatin, SE, M.Si;online
MICE-2B;Kamis;14.10 - 15.00;2;Registrasi;2;4;Dr. Etty Khongrat,SE.,M.Si/Yuningsih S.E., M.Si;203
MICE-4B;Kamis;14.10 - 15.00;4;Perencanaan Incentive Travel;2;4;Dr. Christina L. Rudatin, SE, M.Si;online
MICE-2B;Jumat;07.30 - 08.20;2;Manajemen Logistik MICE;2;4;M. Iqbal Katik RE., S.ST., M.P.Par.;306
MICE-4B;Jumat;07.30 - 08.20;4;Bahasa Inggris 4;2;4;Dr. Tantri Sari Safitry, S.Pd., M.Pd;online
MICE-2B;Jumat;08.20 - 09.10;2;Manajemen Logistik MICE;2;4;M. Iqbal Katik RE., S.ST., M.P.Par.;306
MICE-4B;Jumat;08.20 - 09.10;4;Bahasa Inggris 4;2;4;Dr. Tantri Sari Safitry, S.Pd., M.Pd;online
MICE-2B;Jumat;09.10 - 10.00;2;Etika Profesi dan Bisnis;2;4;Raden Ayu Trisnayoni, S.Tr.Par., M.Tr.Par;306
MICE-4B;Jumat;09.10 - 10.00;4;Desain Grafis;2;4;Annisaa Syifa Aqlina, M.Ds.;301
